Make,Model,Engine HP,highway MPG,MSRP,log_MSRP,Engine HP_scaled,highway MPG_scaled,log_MSRP_scaled,value_gap,Cluster,Segmen,Cluster_A,harga_per_hp,Baseline
Lexus,LS 460,373.0,23.5,78820.0,11.274934737803758,0.5876871507219227,-0.5948317740954451,0.8671277804892464,0.1392334063939238,0,High Value,1,211.313672922252,High
Lexus,LS 600h L,438.0,23.0,120440.0,11.698915285450607,1.0818752102279436,-0.6749965028212268,1.5096693508666716,0.33457691010731594,2,Overpriced / Low Value,0,274.9771689497717,High
Lexus,LX 570,383.0,18.0,88880.0,11.395053675375332,0.6637160829536183,-1.476643790079044,1.0491677613508084,0.2899804117752556,2,Overpriced / Low Value,0,232.0626631853786,High
Lexus,NX 200t,235.0,28.0,36532.5,10.505984926861332,-0.4615121140754756,0.1266507844365903,-0.2982139357913593,-0.010762628860796042,1,Standard Value,1,155.45744680851064,Mid
Lexus,NX 300h,194.0,30.0,39720.0,10.589635294075828,-0.7732307362254273,0.44730969933971715,-0.1714419916279681,0.3280839829523394,1,Standard Value,2,204.7422680412371,High
Lexus,RC 200t,241.0,32.0,40075.0,10.598532930379154,-0.41589475473645826,0.767968614242844,-0.15795764373814908,-0.00550207683601478,1,Standard Value,2,166.2863070539419,Mid
Lexus,RC 300,255.0,26.0,42690.0,10.661743404167277,-0.30945424961208456,-0.19400813046653653,-0.06216231228357502,0.050748282319752036,0,High Value,1,167.41176470588235,Mid
Lexus,RC 350,306.0,27.0,44012.5,10.692251684023143,0.07829330476956266,-0.033678673014973105,-0.015927082490839364,-0.1979951187079081,0,High Value,1,143.83169934640523,Mid
Lexus,RC F,467.0,25.0,62805.0,11.047805889293775,1.3023591136998607,-0.35433758791809994,0.52291451926864,-0.43550246600401366,0,High Value,1,134.48608137044968,Low
Lexus,RX 350,295.0,26.0,44420.0,10.701467609576829,-0.005338520685302426,-0.19400813046653653,-0.001960367954965381,-0.12263307785693378,0,High Value,1,150.57627118644066,Mid
Lexus,RX 450h,308.0,28.0,53035.0,10.87872620723461,0.09349909121590176,0.1266507844365903,0.26667463979260614,-0.0336522571327702,0,High Value,1,172.19155844155844,Mid
Lexus,SC 430,288.0,23.0,68405.0,11.133215819061775,-0.058558773247489294,-0.6749965028212268,0.6523530765410069,0.38204877265059345,2,Overpriced / Low Value,1,237.51736111111111,High
Lincoln,Continental,305.0,25.5,51715.0,10.853522490374443,0.0706904115463931,-0.2741728591923182,0.22847846333932043,-0.013031254135942305,0,High Value,1,169.55737704918033,Mid
Lincoln,MKC,240.0,27.0,39535.0,10.584966928228392,-0.42349764795962785,-0.033678673014973105,-0.1785168896141056,0.050032315909488645,1,Standard Value,1,164.72916666666666,Mid
Lincoln,MKS,350.0,26.0,40845.0,10.617564176277103,0.412820606589023,-0.19400813046653653,-0.12911583320373587,-0.4565646864253381,0,High Value,1,116.7,Low
Lincoln,MKT,334.0,23.5,44367.5,10.7002850371754,0.29117431501831015,-0.5948317740954451,-0.0037525537807461206,-0.2739000102697382,0,High Value,1,132.8368263473054,Low
Lincoln,MKX,303.0,25.5,44045.0,10.692989821338836,0.055484625100053996,-0.2741728591923182,-0.014808437042098836,-0.1639420857552345,0,High Value,1,145.36303630363037,Mid
Lincoln,MKZ,231.0,32.0,39080.0,10.573391694365673,-0.4919236869681538,0.767968614242844,-0.19605913060821828,0.03133689456582367,1,Standard Value,2,169.17748917748918,Mid
Lincoln,MKZ Hybrid,191.0,36.0,34645.0,10.452937557838887,-0.7960394158949359,1.4092864440490975,-0.3786071047356666,0.13855603805316363,1,Standard Value,2,181.38743455497382,High
Lincoln,Navigator,380.0,20.0,68177.5,11.129884544863195,0.6409074032841096,-1.155984875175917,0.6473045379540526,0.011104407307412245,0,High Value,1,179.41447368421052,High
Lincoln,Town Car,239.0,24.0,49910.0,10.817996698327853,-0.4311005411827974,-0.5146670453696633,0.17463920505917144,0.3269801732773914,1,Standard Value,1,208.8284518828452,High
Lotus,Elise,217.0,26.0,54990.0,10.91492481446108,-0.5983641920925276,-0.19400813046653653,0.32153354797097267,0.5399300089395602,1,Standard Value,1,253.41013824884791,High
Lotus,Evora,276.0,26.0,69365.0,11.147152112903377,-0.14979349192552394,-0.19400813046653653,0.673473498645097,0.42041755085596577,1,Standard Value,1,251.32246376811594,High
Lotus,Evora 400,400.0,39.0,91900.0,11.428467189677395,0.7929652677475006,1.890274816403788,1.099805867439957,-0.004803247455445359,1,Standard Value,1,229.75,High
Lotus,Exige,248.5,26.0,68220.0,11.130507714323134,-0.3588730555626866,-0.19400813046653653,0.6482489498748885,0.5572757274755151,1,Standard Value,1,274.5271629778672,High
Maserati,Ghibli,404.0,24.0,76625.0,11.246691723724316,0.8233768406401788,-0.5146670453696633,0.8243255559072081,-0.012073471332911367,0,High Value,1,189.66584158415841,High
Maserati,GranTurismo,454.0,21.0,146985.0,11.8980926231302,1.2035215017986565,-0.9956554177243536,1.8115221600263036,0.5064894480621085,2,Overpriced / Low Value,0,323.75550660792953,High
Maserati,GranTurismo Convertible,454.0,20.0,150465.0,11.921492424027479,1.2035215017986565,-1.155984875175917,1.846984505878029,0.5424930983176353,2,Overpriced / Low Value,0,331.42070484581495,High
Maserati,Levante,384.5,19.5,77500.0,11.258046118484,0.6751204227883726,-1.2361496039016988,0.8415331157352809,0.128350406419532,0,High Value,0,201.56046814044214,High
Maserati,Quattroporte,404.0,23.0,109700.0,11.605513761992055,0.8233768406401788,-0.6749965028212268,1.368119551254898,0.3593524162930777,2,Overpriced / Low Value,0,271.53465346534654,High
Mazda,2,100.0,34.5,15790.0,9.667195436466644,-1.4879026992033653,1.1687922578717524,-1.5693975298632343,0.31811724952636133,1,Standard Value,2,157.9,Mid
Mazda,3,155.0,39.0,22545.0,10.023312945604477,-1.0697435719290398,1.890274816403788,-1.0297022423546327,-0.023436540821638374,1,Standard Value,2,145.4516129032258,Mid
Mazda,5,157.0,28.0,22070.0,10.002019808600375,-1.0545377854827007,0.1266507844365903,-1.0619719437945054,0.07516222864229682,1,Standard Value,2,140.57324840764332,Mid
Mazda,6,184.0,37.0,23945.0,10.08355657427679,-0.8492596684571228,1.569615901500661,-0.938403158028282,-0.1888219286716808,1,Standard Value,2,130.1358695652174,Low
Mazda,CX-3,146.0,33.0,22585.0,10.025085524283616,-1.1381696109375659,0.9282980716944074,-1.027015903336409,0.14144452143773556,1,Standard Value,2,154.6917808219178,Mid
Mazda,CX-5,184.0,32.0,24965.0,10.125270178210997,-0.8492596684571228,0.767968614242844,-0.8751862846911767,-0.084089077946226,1,Standard Value,2,135.67934782608697,Low
Mazda,CX-7,244.0,24.5,26522.5,10.18578641145902,-0.39308607506694965,-0.43450231664388167,-0.7834740687408832,-0.34181291317870155,0,High Value,1,108.69877049180327,Low
Mazda,CX-9,273.0,24.0,34070.0,10.436201861559756,-0.17260217159503258,-0.5146670453696633,-0.4039700149640608,-0.24934108297822632,0,High Value,1,124.7985347985348,Low
Mazda,MX-5 Miata,158.0,28.0,28650.0,10.262943625547717,-1.0469348922595312,0.1266507844365903,-0.6665424835970458,0.3268002111433699,1,Standard Value,2,181.32911392405063,High
Mazda,Mazdaspeed 3,263.0,25.0,24000.0,10.085850775128717,-0.24863110382672812,-0.35433758791809994,-0.9349263017754643,-0.5577182674679904,0,High Value,1,91.25475285171103,Low
Mazda,RX-8,232.0,22.0,32125.0,10.377420950117711,-0.48432079374498427,-0.8353259602727902,-0.49305235460396074,-0.04491292105116962,0,High Value,1,138.4698275862069,Low
Mazda,Tribute,171.0,26.0,25420.0,10.143330883072752,-0.948097280358327,-0.19400813046653653,-0.847815326923413,0.1167563438829422,1,Standard Value,1,148.6549707602339,Mid
McLaren,570S,562.0,23.0,184900.0,12.127575825689417,2.024633969900968,-0.6749965028212268,2.159303439535522,0.39865765831615896,2,Overpriced / Low Value,0,329.0035587188612,High
McLaren,650S Coupe,641.0,22.0,265500.0,12.48937388613538,2.625262534531363,-0.8353259602727902,2.707607589828969,0.5806985998609377,2,Overpriced / Low Value,0,414.1965678627145,High
McLaren,650S Spider,641.0,22.0,280225.0,12.543351699443907,2.625262534531363,-0.8353259602727902,2.789410845004932,0.6346764131694638,2,Overpriced / Low Value,0,437.1684867394696,High
McLaren,MP4-12C,604.0,22.0,234200.0,12.363934999991463,2.3439554852740896,-0.8353259602727902,2.5175052388210095,0.5422138630788993,2,Overpriced / Low Value,0,387.74834437086093,High
Mercedes-Benz,AMG GT,503.0,22.0,129900.0,11.774527900858468,1.5760632697339645,-0.8353259602727902,1.6242601001691117,0.22042346865145213,2,Overpriced / Low Value,0,258.25049701789266,High
Mercedes-Benz,C-Class,241.0,31.0,43125.0,10.671881342470611,-0.41589475473645826,0.6076391567912806,-0.046798289490624895,0.08045018461369224,1,Standard Value,1,178.94190871369295,High
Mercedes-Benz,CL-Class,523.0,20.0,156650.0,11.961775680017798,1.7281211341973557,-1.155984875175917,1.908033690109696,0.3758536327519568,2,Overpriced / Low Value,0,299.52198852772466,High
Mercedes-Benz,CLA-Class,208.0,32.0,34050.0,10.435614679722034,-0.6667902311010535,0.767968614242844,-0.40485988772402703,0.046947809584588995,1,Standard Value,2,163.70192307692307,Mid
Mercedes-Benz,CLS-Class,402.0,26.0,74850.0,11.22325474981197,0.8081710541938397,-0.19400813046653653,0.788806874434403,-0.05345999500962151,0,High Value,1,186.19402985074626,High
Mercedes-Benz,E-Class,329.0,28.0,59400.0,10.992066340225865,0.25315984890246235,0.1266507844365903,0.438441357495057,-0.0167765762489136,0,High Value,1,180.54711246200608,High
Mercedes-Benz,G-Class,536.0,14.0,137100.0,11.82847315946983,1.82695874609856,-2.1179616198852975,1.7060140187744353,0.2822655449467053,2,Overpriced / Low Value,0,255.78358208955223,High
Mercedes-Benz,GL-Class,395.5,18.5,76900.0,11.250274159310356,0.7587522482432376,-1.396479061353262,0.829754729014337,0.09192916640570381,0,High Value,0,194.43742098609354,High
Mercedes-Benz,GLA-Class,208.0,32.0,34500.0,10.448743588106625,-0.6667902311010535,0.767968614242844,-0.38496305647175266,0.06007671796917968,1,Standard Value,2,165.8653846153846,Mid
Mercedes-Benz,GLC-Class,241.0,28.0,40050.0,10.597908920973804,-0.41589475473645826,0.1266507844365903,-0.15890332859437406,0.04428931119163515,1,Standard Value,1,166.1825726141079,Mid
Mercedes-Benz,GLE-Class,329.0,22.0,64600.0,11.075985169527042,0.25315984890246235,-0.8353259602727902,0.5656201553495451,0.14276534920176154,0,High Value,1,196.35258358662614,High
Mercedes-Benz,GLE-Class Coupe,469.5,20.5,89475.0,11.401725711878003,1.3213663467577845,-1.0758201464501354,1.05927921772737,-0.03267374355142394,0,High Value,0,190.57507987220447,High
Mercedes-Benz,GLK-Class,302.0,25.0,38980.0,10.57082962691412,0.047881731876884444,-0.35433758791809994,-0.1999419380928318,-0.2749655940329738,0,High Value,1,129.0728476821192,Low
Mercedes-Benz,GLS-Class,449.0,18.0,93850.0,11.4494636972589,1.1655070356828088,-1.476643790079044,1.1316260276542376,0.11186840425270184,2,Overpriced / Low Value,0,209.02004454342983,High
Mercedes-Benz,M-Class,302.0,22.0,51270.0,10.844880569171112,0.047881731876884444,-0.8353259602727902,0.2153816511108226,0.03689689629876547,0,High Value,1,169.7682119205298,Mid
Mercedes-Benz,Maybach,523.0,20.5,190325.0,12.156493670331107,1.7281211341973557,-1.0758201464501354,2.2031283683232425,0.564269698386143,2,Overpriced / Low Value,0,363.91013384321224,High
Mercedes-Benz,Metris,208.0,23.5,30725.0,10.332864480690604,-0.6667902311010535,-0.5948317740954451,-0.5605775842284426,0.05133033009828125,0,High Value,1,147.71634615384616,Mid
Mercedes-Benz,R-Class,239.0,22.0,51270.0,10.844880569171112,-0.4311005411827974,-0.8353259602727902,0.2153816511108226,0.37907174283714795,1,Standard Value,1,214.51882845188285,High
Mercedes-Benz,S-Class,550.0,23.0,152800.0,11.93689170019576,1.9333992512229337,-0.6749965028212268,1.8703220744215863,0.23953980881764814,2,Overpriced / Low Value,0,277.8181818181818,High
Mercedes-Benz,SL-Class,503.0,25.0,129050.0,11.767962954051258,1.5760632697339645,-0.35433758791809994,1.6143109379861753,0.17604697376949474,2,Overpriced / Low Value,0,256.5606361829026,High
Mercedes-Benz,SLC-Class,301.5,30.5,54125.0,10.899069940884694,0.04408028526529967,0.5274744280654988,0.29750552257582424,-0.01362306404849356,1,Standard Value,1,179.5190713101161,High
Mercedes-Benz,SLK-Class,302.0,29.0,57650.0,10.962162871600537,0.047881731876884444,0.28698024188815374,0.39312271776761704,0.06595225322044307,1,Standard Value,1,190.89403973509934,High
Mercedes-Benz,SLS AMG,563.0,20.0,189600.0,12.152677143050752,2.0322368631241376,-1.155984875175917,2.1973444297776696,0.45897049815700086,2,Overpriced / Low Value,0,336.76731793960926,High
Mercedes-Benz,SLS AMG GT,583.0,19.0,206000.0,12.235636302128867,2.184294727587529,-1.3163143326274804,2.323068849558462,0.5034807135806787,2,Overpriced / Low Value,0,353.34476843910807,High
Mercedes-Benz,SLS AMG GT Final Edition,583.0,19.0,224830.0,12.323104287850166,2.184294727587529,-1.3163143326274804,2.4556263860186633,0.5909486993019772,2,Overpriced / Low Value,0,385.64322469982847,High
Mitsubishi,Eclipse,162.0,28.0,24699.0,10.114558522616068,-1.016523319366853,0.1266507844365903,-0.8914197747545939,0.1418503534146982,1,Standard Value,2,152.46296296296296,Mid
Mitsubishi,Eclipse Spyder,162.0,26.0,28299.0,10.25061708363133,-1.016523319366853,-0.19400813046653653,-0.6852233302638031,0.3031166131464573,1,Standard Value,1,174.6851851851852,High
Mitsubishi,Endeavor,225.0,21.0,30749.0,10.333645273234664,-0.5375410463071711,-0.9956554177243536,-0.559394294876647,-0.031277751448625324,0,High Value,1,136.66222222222223,Low
Mitsubishi,Galant,160.0,30.0,22949.0,10.04107321548869,-1.031729105813192,0.44730969933971715,-1.0027865931224542,0.06132545713472837,1,Standard Value,2,143.43125,Mid
Mitsubishi,Lancer,168.0,31.0,20795.0,9.942515939503606,-0.9709059600278357,0.6076391567912806,-1.152149924140946,-0.12119196696072798,1,Standard Value,2,123.7797619047619,Low
Mitsubishi,Lancer Evolution,291.0,23.0,37895.0,10.542600844603587,-0.03575009357798064,-0.6749965028212268,-0.24272259446096428,-0.22372192305184235,0,High Value,1,130.2233676975945,Low
Mitsubishi,Lancer Sportback,158.0,30.5,19970.0,9.902036500268814,-1.0469348922595312,0.5274744280654988,-1.2134964236402237,-0.0656165375311577,1,Standard Value,2,126.39240506329114,Low
Mitsubishi,Mirage,74.0,43.0,14245.0,9.564231444538299,-1.6855779230057737,2.5315926462100413,-1.7254392290240963,0.5483909553743409,1,Standard Value,2,192.5,High
Mitsubishi,Mirage G4,78.0,42.0,15195.0,9.628787514307517,-1.6551663501130953,2.371263188758478,-1.62760464987388,0.548558676628323,1,Standard Value,2,194.80769230769232,High
Mitsubishi,Outlander,166.0,29.5,25245.0,10.136423006312807,-0.9861117464741748,0.3671449706139354,-0.8582841986816656,0.10913622110366461,1,Standard Value,2,152.07831325301206,Mid
Mitsubishi,Outlander Sport,168.0,28.0,22695.0,10.029943976488687,-0.9709059600278357,0.1266507844365903,-1.0196529299010102,0.004047618099102479,1,Standard Value,2,135.08928571428572,Low
Nissan,370Z,332.0,26.0,41820.0,10.641153884700563,0.275968528571971,-0.19400813046653653,-0.09336568292141537,-0.35575689179492365,0,High Value,1,125.96385542168674,Low
Nissan,Altima,182.0,37.5,26920.0,10.200661930171254,-0.8644654549034619,1.6497806302264428,-0.7609302534489162,-0.062034578663409334,1,Standard Value,2,147.9120879120879,Mid
Nissan,Altima Hybrid,178.0,33.0,26790.0,10.19582128920296,-0.8948770277961401,0.9282980716944074,-0.7682662339948708,0.022343751421633584,1,Standard Value,2,150.5056179775281,Mid
Nissan,Armada,317.0,18.5,48725.0,10.793968047510466,0.16192513022442773,-1.396479061353262,0.13822383856194528,-0.04079716322757321,0,High Value,1,153.70662460567823,Mid
Nissan,Cube,122.0,31.0,17670.0,9.779680156808055,-1.320639048293635,0.6076391567912806,-1.3989271881157683,0.18389327538193,1,Standard Value,2,144.8360655737705,Mid
Nissan,Frontier,261.0,21.5,26635.0,10.190018963230512,-0.2638368902730672,-0.9154906889985719,-0.7770596460107542,-0.39827232329840356,0,High Value,1,102.04980842911877,Low
Nissan,GT-R,545.0,22.5,111510.0,11.621878519724776,1.8953847851070857,-0.7551612315470084,1.3929203049469914,-0.055815061797341414,0,High Value,0,204.60550458715596,High
Nissan,Juke,188.0,31.0,25035.0,10.128070068044591,-0.8188480955644446,0.6076391567912806,-0.8709430579192251,-0.10013846523787251,1,Standard Value,2,133.16489361702128,Low
Nissan,Maxima,300.0,30.0,35790.0,10.485451744135313,0.03267594543054534,0.44730969933971715,-0.32933192822485313,-0.4136449867727521,0,High Value,1,119.3,Low
Nissan,Murano,260.0,28.0,37130.0,10.522207479208133,-0.27143978349623676,0.1266507844365903,-0.27362869404313334,-0.14239456401072736,0,High Value,1,142.80769230769232,Mid
Nissan,Murano CrossCabriolet,265.0,22.0,44540.0,10.704165392288106,-0.23342531738038902,-0.8353259602727902,0.002128115701800415,0.08732819316823992,0,High Value,1,168.0754716981132,Mid
Nissan,NV200,131.0,26.0,21520.0,9.976784481597585,-1.2522130092851091,-0.19400813046653653,-1.100216025348139,0.3399205423718481,1,Standard Value,2,164.27480916030535,Mid
Nissan,Pathfinder,260.0,26.5,34750.0,10.455963627557306,-0.27143978349623676,-0.11384340174075482,-0.37402110285483386,-0.1897326416241789,0,High Value,1,133.65384615384616,Low
Nissan,Quest,260.0,27.0,32145.0,10.378043305129086,-0.27143978349623676,-0.033678673014973105,-0.49210917697809914,-0.27395488873152374,0,High Value,1,123.63461538461539,Low
Nissan,Rogue,170.0,32.5,25205.0,10.134837340397437,-0.9557001735814965,0.8481333429686256,-0.8606872718250215,0.034915599760978466,1,Standard Value,2,148.26470588235293,Mid
Nissan,Rogue Select,170.0,27.5,20825.0,9.943957485089841,-0.9557001735814965,0.0464860557108086,-1.1499652650336092,-0.09294500875537004,1,Standard Value,2,122.5,Low
Nissan,Sentra,130.0,38.0,18550.0,9.828278974938373,-1.2598159025082787,1.7299453589522245,-1.3252757880851445,0.05137590217723442,1,Standard Value,2,142.69230769230768,Mid
Nissan,Titan,317.0,18.0,36990.0,10.518429918794682,0.16192513022442773,-1.476643790079044,-0.27935357838918506,-0.31003336726423214,0,High Value,1,116.68769716088327,Low
Nissan,Versa,109.0,39.0,14085.0,9.552936675305356,-1.4194766601948392,1.890274816403788,-1.742556426499937,0.021105077966968366,1,Standard Value,2,129.22018348623854,Low
Nissan,Versa Note,109.0,40.0,16955.0,9.738377032472528,-1.4194766601948392,2.050604273855351,-1.4615219805404185,0.19394158577589238,1,Standard Value,2,155.55045871559633,Mid
Nissan,Xterra,261.0,20.0,26300.0,10.177362240256695,-0.2638368902730672,-1.155984875175917,-0.7962408813305466,-0.39202327223484623,0,High Value,1,100.76628352490421,Low
Pontiac,G6,164.0,30.0,21275.0,9.965334955862208,-1.001317532920514,0.44730969933971715,-1.1175677559568133,-0.05052609440137523,1,Standard Value,2,129.72560975609755,Low
Pontiac,Vibe,158.0,28.0,18860.0,9.844851577051172,-1.0469348922595312,0.1266507844365903,-1.3001600467005479,-0.09129183735317525,1,Standard Value,2,119.36708860759494,Low
Porsche,718 Cayman,325.0,27.0,60100.0,11.003781759319981,0.22274827600978417,-0.033678673014973105,0.4561960488933835,0.025432994944956988,0,High Value,1,184.92307692307693,High
Porsche,911,410.0,26.0,114950.0,11.652261229588024,0.8689941999791961,-0.19400813046653653,1.4389652336971523,0.34672754220280844,2,Overpriced / Low Value,0,280.3658536585366,High
Porsche,Boxster,315.0,28.0,62700.0,11.046132675457146,0.14671934377808862,0.1266507844365903,0.5203787674466953,0.10088734451345793,1,Standard Value,1,199.04761904761904,High
Porsche,Cayenne,430.0,23.5,85850.0,11.360368514481427,1.0210520644425871,-0.5948317740954451,0.9966024776998088,0.01668776147443829,0,High Value,0,199.65116279069767,High
Porsche,Cayman,325.0,28.0,63800.0,11.063524143191238,0.22274827600978417,0.1266507844365903,0.5467354978463629,0.07257152945796541,0,High Value,1,196.30769230769232,High
Porsche,Macan,350.0,23.0,60800.0,11.015361515187424,0.412820606589023,-0.6749965028212268,0.4737451429755282,-0.020955799440267597,0,High Value,1,173.71428571428572,High
Porsche,Panamera,420.0,26.0,113400.0,11.638685488579059,0.9450231322108916,-0.19400813046653653,1.4183912286034004,0.29790879435134165,2,Overpriced / Low Value,0,270.0,High
Rolls-Royce,Ghost,563.0,21.0,276600.0,12.530331313535255,2.0322368631241376,-0.9956554177243536,2.7696784793218874,0.8240208192832537,2,Overpriced / Low Value,0,491.2966252220249,High
Rolls-Royce,Wraith,624.0,21.0,294025.0,12.591423477784792,2.4960133497374803,-0.9956554177243536,2.8622635174150726,0.7346630845081847,2,Overpriced / Low Value,0,471.1939102564103,High
Saab,9-3,208.5,27.0,36975.0,10.518024332514162,-0.6629887844894687,-0.033678673014973105,-0.2799682434889289,0.18886526927672165,1,Standard Value,1,177.33812949640287,High
Saab,9-3 Griffin,220.0,29.5,34975.0,10.462417390976265,-0.575555512423019,0.3671449706139354,-0.3642404388477762,0.02322851332415965,1,Standard Value,1,158.97727272727272,Mid
Saab,9-4X,265.0,23.0,37250.0,10.525434069084952,-0.23342531738038902,-0.6749965028212268,-0.2687388043113475,-0.10400697939316395,0,High Value,1,140.56603773584905,Mid
Saab,9-5,300.0,27.0,48030.0,10.779601914762763,0.03267594543054534,-0.033678673014973105,0.11645199655836208,-0.08168326807055415,0,High Value,1,160.1,Mid
Scion,FR-S,200.0,32.0,26902.5,10.200011668650324,-0.7276133768864099,0.767968614242844,-0.7619157233275063,-0.13129435893455188,1,Standard Value,2,134.5125,Low
Scion,iA,106.0,41.5,16250.0,9.69590972432601,-1.4422853398643478,2.2910984600326962,-1.525881090923224,0.17338549727490538,1,Standard Value,2,153.30188679245282,Mid
Scion,iM,137.0,36.5,18830.0,9.843259726985641,-1.2065956499460917,1.4894511727748794,-1.302572491909622,0.008558723142483515,1,Standard Value,2,137.44525547445255,Low
Scion,iQ,94.0,37.0,15665.0,9.659248037927183,-1.5335200585423825,1.569615901500661,-1.5814417945501458,0.3691538725354402,1,Standard Value,2,166.64893617021278,Mid
Scion,tC,179.0,31.0,21420.0,9.972127028252816,-0.8872741345729706,0.6076391567912806,-1.1072743854609253,-0.18433618805149798,1,Standard Value,2,119.66480446927375,Low
Scion,xB,158.0,28.0,17995.0,9.797904789961063,-1.0469348922595312,0.1266507844365903,-1.3713077973897587,-0.13823862444328405,1,Standard Value,2,113.89240506329114,Low
Scion,xD,128.0,33.0,16397.5,9.704945146214623,-1.2750216889546178,0.9282980716944074,-1.512187929287497,0.01373641030032502,1,Standard Value,2,128.10546875,Low
Subaru,BRZ,200.0,30.0,27692.5,10.228953007599447,-0.7276133768864099,0.44730969933971715,-0.7180551889694914,-0.07714532126892948,1,Standard Value,2,138.4625,Low
Subaru,Crosstrek,148.0,33.0,23445.0,10.062455183631773,-1.1229638244912268,0.9282980716944074,-0.9703822682904112,0.15891572401009313,1,Standard Value,2,158.41216216216216,Mid
Subaru,Forester,170.0,30.5,27045.0,10.205294399033304,-0.9557001735814965,0.5274744280654988,-0.7539097572637333,0.13058035711334348,1,Standard Value,2,159.08823529411765,Mid
Subaru,Impreza,148.0,37.0,21345.0,9.96861964747391,-1.1229638244912268,1.569615901500661,-1.112589813175942,0.014664790419233853,1,Standard Value,2,144.22297297297297,Mid
Subaru,Impreza WRX,265.0,25.0,29295.0,10.285206266914292,-0.23342531738038902,-0.35433758791809994,-0.632803500467226,-0.36944248028032334,0,High Value,1,110.54716981132076,Low
Subaru,Legacy,175.0,36.0,24145.0,10.091874013892333,-0.9176857074656488,1.4092864440490975,-0.9257980969193407,-0.09455587835238788,1,Standard Value,2,137.97142857142856,Low
Subaru,Outback,175.0,33.0,28845.0,10.269726614143455,-0.9176857074656488,0.9282980716944074,-0.6562628795719387,0.12110826997348312,1,Standard Value,2,164.82857142857142,Mid
Subaru,Tribeca,256.0,21.0,32595.0,10.39194486044011,-0.30185135638891497,-0.9956554177243536,-0.47104140103929737,-0.16175514721541084,0,High Value,1,127.32421875,Low
Subaru,WRX,268.0,24.0,30995.0,10.34161344288384,-0.21061663771088035,-0.5146670453696633,-0.5473185516194821,-0.31689520118156267,0,High Value,1,115.65298507462687,Low
Subaru,XV Crosstrek,148.0,33.0,23895.0,10.081466359895945,-1.1229638244912268,0.9282980716944074,-0.9415708732410376,0.17792690027426517,1,Standard Value,2,161.4527027027027,Mid
Suzuki,Equator,261.0,20.0,25279.0,10.137768848260794,-0.2638368902730672,-1.155984875175917,-0.8562445782237478,-0.43161666423074685,0,High Value,1,96.8544061302682,Low
Suzuki,Grand Vitara,166.0,25.0,22874.0,10.037799890143722,-0.9861117464741748,-0.35433758791809994,-1.0077473103515484,0.06723042704670235,1,Standard Value,1,137.79518072289156,Low
Suzuki,Kizashi,180.0,29.5,23774.0,10.07638988741359,-0.879671241349801,0.3671449706139354,-0.9492642559183644,-0.06931528630040873,1,Standard Value,2,132.07777777777778,Low
Suzuki,SX4,148.0,30.0,17849.0,9.789758787207784,-1.1229638244912268,0.44730969933971715,-1.3836530463179009,-0.07596912433914582,1,Standard Value,2,120.60135135135135,Low
Toyota,4Runner,270.0,22.0,37720.0,10.537972247530657,-0.19541085126454125,-0.8353259602727902,-0.2497372229584067,-0.10620245803615802,0,High Value,1,139.7037037037037,Low
Toyota,86,202.5,30.0,26615.0,10.189267817698312,-0.7086061438284861,0.44730969933971715,-0.7781980053824775,-0.13499862073397217,1,Standard Value,2,131.4320987654321,Low
Toyota,Avalon,268.0,31.0,36080.0,10.493521689978726,-0.21061663771088035,0.6076391567912806,-0.31710194337326847,-0.2532138995944244,1,Standard Value,1,134.62686567164178,Low
Toyota,Avalon Hybrid,200.0,39.0,38100.0,10.547995807489514,-0.7276133768864099,1.890274816403788,-0.23454654029034114,0.1284628343968901,1,Standard Value,2,190.5,High
Toyota,Camry,178.0,33.0,26230.0,10.174697196419377,-0.8948770277961401,0.9282980716944074,-0.800279749297153,0.0012196586380497365,1,Standard Value,2,147.35955056179776,Mid
Toyota,Camry Hybrid,200.0,38.0,27995.0,10.23981692180943,-0.7276133768864099,1.7299453589522245,-0.7015909513159696,-0.1671122019249438,1,Standard Value,2,139.975,Mid
Toyota,Corolla,132.0,37.0,19865.0,9.8967650067753,-1.2446101160619396,1.569615901500661,-1.2214853602231766,0.11013689145126548,1,Standard Value,2,150.49242424242425,Mid
Toyota,Corolla iM,137.0,35.5,19120.0,9.85854248649296,-1.2065956499460917,1.329121715323316,-1.2794115041047942,0.03644533200805178,1,Standard Value,2,139.56204379562044,Low
Toyota,FJ Cruiser,260.0,20.0,27705.0,10.229404275217824,-0.27143978349623676,-1.155984875175917,-0.7173712939045365,-0.3343669731350385,0,High Value,1,106.5576923076923,Low
Toyota,Highlander,270.0,25.0,36952.5,10.517415644488551,-0.19541085126454125,-0.35433758791809994,-0.28089070882847555,-0.1645706091530137,0,High Value,1,136.86111111111111,Low
Toyota,Highlander Hybrid,280.0,28.0,48830.0,10.796120636059609,-0.11938191903284572,0.1266507844365903,0.141486081687058,0.023134645155082012,1,Standard Value,1,174.39285714285714,High
Toyota,Land Cruiser,381.0,18.0,83825.0,11.336498500878541,0.6485102965072791,-1.476643790079044,0.9604275255458615,0.23908239619448501,2,Overpriced / Low Value,0,220.01312335958005,High
Toyota,Matrix,158.0,29.0,20115.0,9.909270797291855,-1.0469348922595312,0.28698024188815374,-1.2025328627043257,-0.039476466470741656,1,Standard Value,2,127.31012658227849,Low
